fid,species,qr_code_id,tree_image,comment,odk_KEY,x_32632,y_32632,diameter_m,tls_treeheight,plot_id,tree_id,full_id,elevation
238,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_22,1729245576229.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[26],416781.3398,5346735.524,0.159154943091895,28.42329356,9,22,9_22,520.583923339844
239,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_27,1729245714186.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[27],416778.6235672,5346727.47557443,0.25783100780887,,9,27,9_27,521.184875488281
240,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_28,1729245826575.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[28],416766.87293595,5346730.81045161,0.381971863420549,,9,28,9_28,521.452819824219
241,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_29,1729245909108.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[29],416770.432330584,5346743.84757054,0.114591559026165,,9,29,9_29,520.701171875
242,Larch,https://dt.unr.uni-freiburg.de/ecosense/9_30,1729245992936.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[30],416767.914555806,5346742.73040856,0.627070475782068,,9,30,9_30,521.016479492188
243,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_31,1729246062567.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[31],416768.50292006,5346741.07675876,0.0891267681314614,,9,31,9_31,520.873901367188
244,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_32,1729246137321.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[32],416767.001120478,5346740.47696359,0.117774657888003,,9,32,9_32,520.941162109375
245,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_33,1729246219439.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[33],416764.8653,5346745.145,0.0827605704077856,27.27382807,9,33,9_33,520.732788085938
246,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_34,1729246271874.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[34],416761.1903,5346743.541,0.159154943091895,27.54763004,9,34,9_34,520.840454101562
247,Silver Fir,https://dt.unr.uni-freiburg.de/ecosense/9_35,1729246365223.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[35],416755.854871718,5346744.31321627,0.490197224723038,,9,35,9_35,521.066833496094
248,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_36,1729246469873.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[36],416759.2349,5346736.127,0.130507053335354,25.42250262,9,36,9_36,521.2060546875
249,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_37,1729246578848.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[37],416763.9346,5346735.576,0.404253555453414,28.47299354,9,37,9_37,521.276550292969
250,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_38,1729246639838.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[38],416763.4667,5346733.617,0.0859436692696235,28.79075967,9,38,9_38,521.266235351562
251,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_39,1729246720005.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[39],416761.2829,5346732.762,0.442450741795469,29.30369442,9,39,9_39,521.375610351562
252,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_40,1729246794129.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[40],416759.6732,5346732.515,0.0954929658551372,28.12155659,9,40,9_40,521.351684570312
253,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_41,1729247263336.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[41],416755.6701,5346731.856,0.47109863155201,27.64874613,9,41,9_41,521.502136230469
254,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_42,1729247578196.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[42],416758.3719,5346727.634,0.388338061144225,28.6093424,9,42,9_42,521.689208984375
255,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_43,1729247663451.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[43],416758.8623,5346725.003,0.0923098669932993,28.12778482,9,43,9_43,521.724853515625
256,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_44,1729247723105.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[44],416758.407887661,5346722.32365326,0.066845076098596,,9,44,9_44,521.972045898438
257,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_45,1729247780201.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[45],416756.4639,5346721.699,0.381971863420549,27.9432814,9,45,9_45,522.010375976562
258,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_46,1729247852370.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[46],416759.07145491,5346719.81906647,0.0604788783749202,,9,46,9_46,521.992126464844
259,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_47,1729247924441.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[47],416759.5598,5346718.978,0.480647928137524,28.88047213,9,47,9_47,522.099365234375
260,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_48,1729248006241.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[48],416763.7967,5346720.859,0.146422547644544,29.52442133,9,48,9_48,521.804809570312
261,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_49,1729248079452.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[49],416764.6361,5346720.022,0.0954929658551372,29.93148438,9,49,9_49,521.80322265625
262,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_50,1729248182631.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[50],416762.634844723,5346726.34926575,0.467915532690172,,9,50,9_50,521.739929199219
263,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_51,1729248271599.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[51],416763.4405,5346724.363,0.0986760647169751,30.27315843,9,51,9_51,521.732116699219
264,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_52,1729248332681.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[52],416765.601,5346723.934,0.130507053335354,29.3098475,9,52,9_52,521.653747558594
265,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_53,1729248397868.jpg,QR Code damaged,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[53],416767.692,5346721.677,0.413802852038928,29.1300835,9,53,9_53,521.789184570312
266,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_54,1729248494997.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[54],416770.8917,5346724.317,0.413802852038928,28.84351727,9,54,9_54,521.518249511719
267,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_55,1729248556036.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[55],416771.4224,5346720.304,0.117774657888003,28.75842454,9,55,9_55,521.630432128906
268,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_56,1729248615399.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[56],416768.1006,5346717.589,0.12095775674984,30.25383955,9,56,9_56,521.878356933594
269,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_57,1729248676948.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[57],416769.3015,5346715.943,0.385154962282387,30.44115027,9,57,9_57,521.988403320312
270,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_58,1729248749484.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[58],416775.3864,5346721.037,0.066845076098596,29.20763375,9,58,9_58,521.501098632812
271,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_59,1729248818801.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[59],416777.059987353,5346719.86672593,0.452000038380983,,9,59,9_59,521.64111328125
272,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_60,1729248866879.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[60],416774.802243203,5346718.41612997,0.0859436692696235,29.15469135,9,60,9_60,521.5771484375
273,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_61,1729252404119.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[61],416778.4475,5346718.158,0.0859436692696235,28.68303511,9,61,9_61,521.460998535156
274,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_62,1729252456684.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[62],416776.5929,5346715.525,0.149605646506382,28.80672556,9,62,9_62,521.623229980469
275,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_63,1729252550466.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[63],416776.2458,5346713.212,0.353323973664008,28.79246284,9,63,9_63,521.767028808594
276,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_64,1729252625835.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[64],416773.424038829,5346714.52451105,0.0923098669932993,29.15968142,9,64,9_64,521.835021972656
277,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_65,1729252678756.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[65],416772.2961,5346713.878,0.066845076098596,29.15968142,9,65,9_65,521.97412109375
278,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_66,1729252748479.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[66],416771.9579,5346713.213,0.331042281631142,30.08482991,9,66,9_66,521.981628417969
279,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_67,1729252823750.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[67],416767.2175,5346713.675,0.12095775674984,29.33914528,9,67,9_67,521.968627929688
280,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_68,1729252904063.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[68],416765.1913,5346712.721,0.162338041953733,27.49691772,9,68,9_68,522.206359863281
281,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_69,1729252973577.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[69],416763.6064,5346711.62,0.477464829275686,29.53681614,9,69,9_69,522.299865722656
282,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_70,1729253042003.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[70],416763.1688,5346716.251,0.140056349920868,29.11920132,9,70,9_70,522.024780273438
283,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_71,1729253102735.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[71],416758.6391,5346714.318,0.117774657888003,27.93830031,9,71,9_71,522.200805664062
284,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_72,1729253182814.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[72],416757.6645,5346712.975,0.286478897565412,28.45307047,9,72,9_72,522.261779785156
285,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_73,1729253244912.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[73],416758.986184575,5346711.10666786,0.0636619772367581,,9,73,9_73,522.354858398438
286,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_74,1729253320717.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[74],416757.2035,5346708.775,0.0891267681314614,29.81144352,9,74,9_74,522.48193359375
287,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_75,1729253372022.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[75],416755.5785,5346708.599,0.47109863155201,28.68655215,9,75,9_75,522.597534179688
288,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_76,1729253420451.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[76],416756.8,5346706.28,0.353323973664008,28.83518535,9,76,9_76,522.6748046875
289,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_77,1729253517333.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[77],416761.6257,5346705.759,0.397887357729738,29.86765804,9,77,9_77,522.604797363281
290,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_78,1729253589193.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[78],416764.4652,5346708.665,0.130507053335354,29.52725111,9,78,9_78,522.328002929688
291,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_79,1729253668206.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[79],416767.9502,5346708.15,0.442450741795469,30.01943463,9,79,9_79,522.284790039062
292,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_80,1729253726098.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[80],416768.4651,5346707.143,0.111408460164327,29.39323718,9,80,9_80,522.185180664062
293,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_81,1729253803968.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[81],416767.5919,5346702.481,0.149605646506382,31.31450155,9,81,9_81,522.436218261719
294,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_82,1729253856099.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[82],416766.4804,5346701.502,0.544309905374282,30.55328454,9,82,9_82,522.554443359375
295,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_84,1729254025910.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[83],416776.3203,5346707.213,0.108225361302489,29.92943428,9,84,9_84,521.904541015625
296,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_85,1729254093408.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[84],416778.5545,5346706.919,0.499746521308551,29.90376168,9,85,9_85,521.980041503906
297,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_86,1729254169301.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[85],416782.047054292,5346709.55546557,0.0986760647169751,,9,86,9_86,521.568481445312
298,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_87,1729254216783.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[86],416778.9619,5346709.786,0.0636619772367581,28.57045433,9,87,9_87,521.839172363281
299,Beech,https://dt.unr.uni-freiburg.de/ecosense/9_83,1729254268443.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[87],416772.0502,5346705.12,0.413802852038928,29.63177632,9,83,9_83,522.248107910156
300,Douglas Fir,https://dt.unr.uni-freiburg.de/ecosense/8_61,1729254566033.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[88],416735.036,5346708.332,0.598422586025526,37.68710459,8,61,8_61,522.644714355469
301,Silver Fir,https://dt.unr.uni-freiburg.de/ecosense/8_62,1729254661920.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[89],416728.3168,5346709.111,0.436084544071793,30.64725268,8,62,8_62,522.378967285156
302,Silver Fir,https://dt.unr.uni-freiburg.de/ecosense/8_63,1729254754020.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[90],416729.4716,5346715.584,0.33422538049298,28.47089568,8,63,8_63,521.997375488281
303,Douglas Fir,https://dt.unr.uni-freiburg.de/ecosense/8_64,1729254819303.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[91],416728.4633,5346721.667,0.458366236104659,30.98208985,8,64,8_64,521.610412597656
304,Silver Fir,https://dt.unr.uni-freiburg.de/ecosense/8_65,1729254872660.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[92],416725.0846,5346721.58,0.0986760647169751,28.3407345,8,65,8_65,521.198669433594
305,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_66,1729254973658.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[93],416722.35040615,5346723.90940275,0.407436654315252,,8,66,8_66,521.085998535156
306,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_67,1729255045479.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[94],416719.8006,5346726.576,0.25783100780887,28.85235014,8,67,8_67,520.774475097656
307,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_68,1729255102343.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[95],416719.7724,5346727.231,0.0923098669932993,27.0549408,8,68,8_68,520.607849121094
308,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_69,1729255175413.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[96],416718.978981943,5346721.61016857,0.111408460164327,,8,69,8_69,520.955261230469
309,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_70,1729255224800.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[97],416719.741996328,5346720.67366482,0.105042262440651,26.3707036,8,70,8_70,521.016479492188
310,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_71,1729255288940.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[98],416718.2429,5346718.644,0.117774657888003,27.36340209,8,71,8_71,521.107543945312
311,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_72,1729255360216.jpg,,uuid:c07eb865-efeb-4cd9-922d-9acf85de0f09/loop[99],416722.6346,5346719.963,0.15278874536822,33.33694943,8,72,8_72,521.277587890625
312,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_121,1729240555874.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[1],416689.8782,5346653.471,0.0795774715459477,28.94041052,11,121,11_121,522.724487304688
313,Spruce,https://dt.unr.uni-freiburg.de/ecosense/11_122,1729240826792.jpg,Species,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[2],416687.4291,5346647.879,0.541126806512444,30.06577696,11,122,11_122,523.003112792969
314,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_123,1729240983917.jpg,Plattchen eingerissen an Der oberkante,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[3],416686.0349,5346648.616,0.114591559026165,28.4130282,11,123,11_123,522.656127929688
315,Spruce,https://dt.unr.uni-freiburg.de/ecosense/11_124,1729241207807.jpg,Species,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[4],416684.9724,5346651.858,0.544309905374282,33.30923323,11,124,11_124,522.615417480469
316,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_125,1729241333111.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[5],416685.388,5346653.496,0.13687325105903,27.82613856,11,125,11_125,522.655212402344
317,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_126,1729241476669.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[6],416682.503404002,5346656.05100302,0.276929600979898,,11,126,11_126,522.079406738281
318,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_127,1729241598003.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[7],416678.949674425,5346650.24731787,0.0795774715459477,27.91648725,11,127,11_127,522.004760742188
319,Oak,https://dt.unr.uni-freiburg.de/ecosense/11_128,1729241787044.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[8],416679.7233,5346648.848,0.439267642933631,28.07175282,11,128,11_128,522.238830566406
320,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_129,1729241895562.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[9],416678.848316086,5346650.05184107,0.0795774715459477,27.91648725,11,129,11_129,522.004760742188
321,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_130,1729242030443.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[10],416679.1365,5346651.196,0.127323954473516,27.47470235,11,130,11_130,521.996032714844
322,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_131,1729242167918.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[11],416677.2768,5346650.127,0.0572957795130823,26.71475529,11,131,11_131,521.913696289062
323,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_132,1729242322446.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[12],416676.5352,5346649.644,0.146422547644544,26.50795438,11,132,11_132,521.853942871094
324,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_133,1729242436882.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[13],416675.172094731,5346652.33207818,0.101859163578813,,11,133,11_133,521.648742675781
325,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_134,1729242588811.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[14],416673.9455,5346653.861,0.175070437401085,28.56643696,11,134,11_134,521.5498046875
326,Oak,https://dt.unr.uni-freiburg.de/ecosense/11_135,1729242744020.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[15],416673.2379,5346650.499,0.493380323584876,27.69130775,11,135,11_135,521.571838378906
327,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_59,1729243567310.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[16],416707.1265,5346675.98,0.276929600979898,28.41434494,11,59,11_59,522.868286132812
328,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_58,1729243769522.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[17],416708.2019,5346680.876,0.133690152197192,27.89904703,11,58,11_58,522.673095703125
329,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_57,1729243870435.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[18],416706.892255902,5346682.13158061,0.070028174960434,,11,57,11_57,522.553283691406
330,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_56,1729244034366.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[19],416706.556,5346682.565,0.340591578216656,28.3565497,11,56,11_56,522.524719238281
331,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_55,1729244197421.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[20],416701.4877,5346682.196,0.127323954473516,27.67283927,11,55,11_55,522.162353515625
332,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_54,1729244347851.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[21],416701.176462633,5346683.43333995,0.0827605704077856,,11,54,11_54,522.128601074219
333,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_53,1729244450153.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[22],416699.2697,5346686.347,0.267380304394384,27.09177417,11,53,11_53,521.911560058594
334,Spruce,https://dt.unr.uni-freiburg.de/ecosense/11_52,1729244612267.jpg,Species,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[23],416695.7382,5346687.217,0.311943688460115,27.66432138,11,52,11_52,521.5859375
335,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_51,1729244720086.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[24],416694.187408874,5346689.68325038,0.0923098669932993,,11,51,11_51,521.242553710938
336,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_50,1729244812051.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[25],416691.8611,5346685.765,0.27374650211806,27.89516592,11,50,11_50,521.291015625
337,Spruce,https://dt.unr.uni-freiburg.de/ecosense/11_49,1729244931202.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[26],416689.3734,5346682.568,0.442450741795469,28.81129287,11,49,11_49,521.473999023438
338,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_48,1729245230052.jpg,Number on tree not readable,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[27],416684.7213,5346680.958,0.356507072525846,26.74270679,11,48,11_48,521.00341796875
339,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_47,1729245382135.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[28],416683.8952,5346682.556,0.159154943091895,26.07357001,11,47,11_47,520.790283203125
340,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_44,1729245478916.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[29],416685.5984,5346685.568,0.15278874536822,28.1164766,11,44,11_44,520.715576171875
341,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_45,1729245594823.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[30],416686.6574,5346684.312,0.070028174960434,26.75469122,11,45,11_45,520.876586914062
342,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_41,1729245706204.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[31],416687.1842,5346686.484,0.124140855611678,28.28057762,11,41,11_41,520.773071289062
343,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_42,1729245804695.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[32],416685.5214,5346688.369,0.41061975317709,28.95229323,11,42,11_42,520.565124511719
344,Larch,https://dt.unr.uni-freiburg.de/ecosense/11_43,1729246025165.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[33],416681.2289,5346689.02,0.413802852038928,29.3066577,11,43,11_43,520.236450195312
345,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_40,1729246180096.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[34],416691.301580356,5346691.80523988,0.27374650211806,26.64933783,11,40,11_40,520.841613769531
346,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_39,1729246283715.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[35],416691.294340475,5346691.83419941,0.254647908947033,26.64933783,11,39,11_39,520.841613769531
347,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_38,1729246371160.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[36],416688.4225,5346692.491,0.0954929658551372,27.33022217,11,38,11_38,520.539855957031
348,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_33,1729246528295.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[37],416692.25024769,5346693.94482955,0.0763943726841098,,11,33,11_33,520.761474609375
349,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_34,1729246657808.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[38],416689.5775,5346695.725,0.140056349920868,27.21901361,11,34,11_34,520.466735839844
350,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_35,1729246802453.jpg,340 degree not to north,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[39],416684.06594073,5346695.87257373,0.181436635124761,,11,35,11_35,519.930358886719
351,Larch,https://dt.unr.uni-freiburg.de/ecosense/11_36,1729246969162.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[40],416686.0792,5346696.343,0.401070456591576,27.98942044,11,36,11_36,520.154357910156
352,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_4,1729247146492.jpg,,uuid:80f85d74-26d5-4b94-955c-05745f4e354e/loop[41],416683.9472,5346700.336,0.0636619772367581,26.0069176,11,4,11_4,519.596069335938
